,MONTH,FROM_ADDRESS,TOP_PROFILE,WALLET_GAS_USED,CATEGORY_GAS_MEAN
53,2024-05,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,27626271.0,1270290.5371024734
54,2024-06,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,25356601.0,1217951.3801369863
55,2024-07,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,23404573.0,1015531.5816910362
56,2024-08,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,17417039.0,1154777.3007270324
57,2024-09,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,36961922.0,1000618.3312616532
58,2024-10,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,28765311.0,987277.7902140673
59,2024-11,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,25677025.0,983223.5868772783
60,2024-12,0x000000000022d473030f116ddee9f6b43ac78ba3,Dex Trader,19011350.0,972674.6920654912
61,2024-01,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,8436395.0,2062296.0926605505
62,2024-02,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,37174678.0,2041684.0383244206
63,2024-03,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,57933076.0,1503431.386091127
64,2024-04,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,61473254.0,1299666.0298393266
65,2024-05,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,513297.0,1270290.5371024734
66,2024-06,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,669856.0,1217951.3801369863
67,2024-07,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,386.0,1015531.5816910362
68,2024-08,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,81134.0,1154777.3007270324
69,2024-10,0x00000000005bbb0ef59571e58418f9a4357b68a0,Dex Trader,44793.0,987277.7902140673
70,2024-01,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,1441084.0,2062296.0926605505
71,2024-02,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,1132449.0,2041684.0383244206
72,2024-03,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,765306.0,1503431.386091127
73,2024-04,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,343191.0,1299666.0298393266
74,2024-05,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,446861.0,1270290.5371024734
75,2024-06,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,520942.0,1217951.3801369863
76,2024-07,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,854003.0,1015531.5816910362
77,2024-08,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,238542.0,1154777.3007270324
78,2024-09,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,1044843.0,1000618.3312616532
79,2024-10,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,1266307.0,987277.7902140673
80,2024-11,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,659771.0,983223.5868772783
81,2024-12,0x00000000009726632680fb29d3f7a9734e3010e2,Dex Trader,324121.0,972674.6920654912
82,2024-01,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,4391663.0,2062296.0926605505
83,2024-02,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,4444144.0,2041684.0383244206
84,2024-03,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,5367630.0,1503431.386091127
85,2024-04,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,6527167.0,1299666.0298393266
86,2024-05,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,8357136.0,1270290.5371024734
87,2024-06,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,6961217.0,1217951.3801369863
88,2024-07,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,10235986.0,1015531.5816910362
89,2024-08,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,13449946.0,1154777.3007270324
90,2024-09,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,6169300.0,1000618.3312616532
91,2024-10,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,10179191.0,987277.7902140673
92,2024-11,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,12495791.0,983223.5868772783
93,2024-12,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,Dex Trader,5829880.0,972674.6920654912
94,2024-01,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,5810739.0,1426807.754385965
95,2024-02,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,5743058.0,2766850.419354839
96,2024-03,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,2386004.0,1666000.453125
97,2024-04,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,2489725.0,1118067.553846154
98,2024-05,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,2083913.0,1843912.8507462686
99,2024-06,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,914531.0,1357140.8857142858
100,2024-07,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,571708.0,1196583.8591549296
101,2024-08,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,855696.0,1133737.1066666667
102,2024-09,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,570850.0,996106.4545454546
103,2024-10,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,631951.0,1364549.527027027
104,2024-11,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,725071.0,1373102.7692307692
105,2024-12,0x0000000000a39bb272e79075ade125fd351887ac,Yield Farmer,983630.0,1414427.9390243902
106,2024-01,0x0000000000a84d1a9b0063a910315c7ffa9cd248,Dex Trader,163011.0,2062296.0926605505
107,2024-02,0x0000000000a84d1a9b0063a910315c7ffa9cd248,Dex Trader,225351.0,2041684.0383244206
108,2024-03,0x0000000000a84d1a9b0063a910315c7ffa9cd248,Dex Trader,250753.0,1503431.386091127
109,2024-04,0x0000000000a84d1a9b0063a910315c7ffa9cd248,Dex Trader,985260.0,1299666.0298393266
110,2024-05,0x0000000000a84d1a9b0063a910315c7ffa9cd248,Dex Trader,552723.0,1270290.5371024734
111,2024-06,0x0000000000a84d1a9b0063a910315c7ffa9cd248,Dex Trader,951471.0,1217951.3801369863
112,2024-07,0x0000000000a84d1a9b0063a910315c7ffa9cd248,Dex Trader,526121.0,1015531.5816910362
113,2024-01,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,2297114.0,1258341.8260869565
114,2024-02,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,1513588.0,2325491.9166666665
115,2024-03,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,126762.0,761873.7096774194
116,2024-04,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,393167.0,786629.6896551724
117,2024-05,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,971167.0,827514.2333333333
118,2024-06,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,1206788.0,1199538.0357142857
119,2024-07,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,56395.0,857976.4117647059
120,2024-08,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,927728.0,1268673.0
121,2024-09,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,347980.0,586298.2424242424
122,2024-10,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,492461.0,411274.4210526316
123,2024-11,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,496718.0,624673.6111111111
124,2024-12,0x0000000000c2d145a2526bd8c716263bfebe1a72,Protocol Dev,1206626.0,744773.641025641
125,2024-01,0x0000000000c2f3017e5af636ea91bd68ec3888ed,Dex Trader,106170.0,2062296.0926605505
126,2024-02,0x0000000000c2f3017e5af636ea91bd68ec3888ed,Dex Trader,439521.0,2041684.0383244206
127,2024-04,0x0000000000c2f3017e5af636ea91bd68ec3888ed,Dex Trader,80329.0,1299666.0298393266
128,2024-05,0x0000000000c2f3017e5af636ea91bd68ec3888ed,Dex Trader,475388.0,1270290.5371024734
129,2024-06,0x0000000000c2f3017e5af636ea91bd68ec3888ed,Dex Trader,188515.0,1217951.3801369863
130,2024-07,0x0000000000c2f3017e5af636ea91bd68ec3888ed,Dex Trader,5932.0,1015531.5816910362
131,2024-08,0x0000000000c2f3017e5af636ea91bd68ec3888ed,Dex Trader,1167163.0,1154777.3007270324
132,2024-04,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,14683.0,1299666.0298393266
133,2024-05,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,278242.0,1270290.5371024734
134,2024-06,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,242900.0,1217951.3801369863
135,2024-07,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,1142.0,1015531.5816910362
136,2024-08,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,30049.0,1154777.3007270324
137,2024-09,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,625938.0,1000618.3312616532
138,2024-10,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,882249.0,987277.7902140673
139,2024-11,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,444181.0,983223.5868772783
140,2024-12,0x000000000c56e91f092023d942aee89b3cc089ff,Dex Trader,417176.0,972674.6920654912
141,2024-01,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,325405.0,2062296.0926605505
142,2024-02,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,653730.0,2041684.0383244206
143,2024-03,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,783254.0,1503431.386091127
144,2024-04,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,310002.0,1299666.0298393266
145,2024-05,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,184477.0,1270290.5371024734
146,2024-07,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,344367.0,1015531.5816910362
147,2024-08,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,259921.0,1154777.3007270324
148,2024-09,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,305113.0,1000618.3312616532
149,2024-10,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,68478.0,987277.7902140673
150,2024-11,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,207345.0,983223.5868772783
151,2024-01,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,745934.0,2062296.0926605505
152,2024-05,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,124450.0,1270290.5371024734
153,2024-07,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,267749.0,1015531.5816910362
154,2024-09,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,273430.0,1000618.3312616532
155,2024-10,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,11311.0,987277.7902140673
156,2024-11,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,167422.0,983223.5868772783
157,2024-01,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,1463072.0,2062296.0926605505
158,2024-02,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,1026255.0,2041684.0383244206
159,2024-03,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,494968.0,1503431.386091127
160,2024-04,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,705351.0,1299666.0298393266
161,2024-05,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,496740.0,1270290.5371024734
162,2024-06,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,683865.0,1217951.3801369863
163,2024-07,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,553583.0,1015531.5816910362
164,2024-08,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,954016.0,1154777.3007270324
165,2024-09,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,374857.0,1000618.3312616532
166,2024-10,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,611389.0,987277.7902140673
167,2024-11,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,645137.0,983223.5868772783
168,2024-12,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,597225.0,972674.6920654912
169,2024-01,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,980430.0,2062296.0926605505
170,2024-02,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,319423.0,2041684.0383244206
171,2024-03,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,116185.0,1503431.386091127
172,2024-04,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,635395.0,1299666.0298393266
173,2024-05,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,135390.0,1270290.5371024734
174,2024-06,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,762014.0,1217951.3801369863
175,2024-07,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,1430148.0,1015531.5816910362
176,2024-08,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,2227011.0,1154777.3007270324
177,2024-09,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,704000.0,1000618.3312616532
178,2024-10,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,240994.0,987277.7902140673
179,2024-11,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,310620.0,983223.5868772783
180,2024-12,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,35594.0,972674.6920654912
181,2024-01,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,23059.0,2062296.0926605505
182,2024-02,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,7116.0,2041684.0383244206
183,2024-03,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,11797.0,1503431.386091127
184,2024-05,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,501242.0,1270290.5371024734
185,2024-07,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,46513.0,1015531.5816910362
186,2024-12,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,3558.0,972674.6920654912
187,2024-06,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,836356.0,1217951.3801369863
188,2024-07,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,2013730.0,1015531.5816910362
189,2024-08,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,1053944.0,1154777.3007270324
190,2024-09,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,2229819.0,1000618.3312616532
191,2024-10,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,2000267.0,987277.7902140673
192,2024-11,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,3130405.0,983223.5868772783
193,2024-12,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,2549907.0,972674.6920654912
194,2024-03,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,399419.0,1503431.386091127
195,2024-04,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,606516.0,1299666.0298393266
196,2024-05,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,658921.0,1270290.5371024734
197,2024-06,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,822981.0,1217951.3801369863
198,2024-07,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,547889.0,1015531.5816910362
199,2024-08,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,876481.0,1154777.3007270324
200,2024-09,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,580813.0,1000618.3312616532
201,2024-10,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,293746.0,987277.7902140673
202,2024-11,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,60930.0,983223.5868772783
203,2024-01,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,4785429.0,2062296.0926605505
204,2024-02,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1966380.0,2041684.0383244206
205,2024-03,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1206733.0,1503431.386091127
206,2024-04,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1262923.0,1299666.0298393266
207,2024-05,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1823080.0,1270290.5371024734
208,2024-06,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,2135685.0,1217951.3801369863
209,2024-07,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,2912702.0,1015531.5816910362
210,2024-08,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1506014.0,1154777.3007270324
211,2024-09,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,2936680.0,1000618.3312616532
212,2024-10,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,3984091.0,987277.7902140673
213,2024-11,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1624450.0,983223.5868772783
214,2024-12,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1925166.0,972674.6920654912
215,2024-06,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,18820296.0,28392902.2
216,2024-07,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,15181590.0,16464496.5
217,2024-08,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,11890887.0,19548563.333333332
218,2024-09,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,7001248.0,10040772.8
219,2024-10,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,9637509.0,12512074.6
220,2024-11,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,2945906.0,2572322.0
221,2024-06,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,15849990.0,28392902.2
222,2024-07,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,10178324.0,16464496.5
223,2024-08,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,8324155.0,19548563.333333332
224,2024-09,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,4246870.0,10040772.8
225,2024-10,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,6829966.0,12512074.6
226,2024-11,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,2633366.0,2572322.0
227,2024-01,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,1384447.0,2062296.0926605505
228,2024-02,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,1338940.0,2041684.0383244206
229,2024-03,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,1038003.0,1503431.386091127
230,2024-04,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,1236330.0,1299666.0298393266
231,2024-05,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,2345264.0,1270290.5371024734
232,2024-06,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,1530686.0,1217951.3801369863
233,2024-07,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,2044168.0,1015531.5816910362
234,2024-08,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,2777832.0,1154777.3007270324
235,2024-09,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,1184962.0,1000618.3312616532
236,2024-10,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,1073494.0,987277.7902140673
237,2024-11,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,650410.0,983223.5868772783
238,2024-12,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,750324.0,972674.6920654912
239,2024-07,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,30788.0,1015531.5816910362
240,2024-08,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,252095.0,1154777.3007270324
241,2024-09,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,5843.0,1000618.3312616532
242,2024-10,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,48220.0,987277.7902140673
243,2024-11,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,2624.0,983223.5868772783
244,2024-11,0x000010036c0190e009a000d0fc3541100a07380a,Dex Trader,1355543.0,983223.5868772783
245,2024-12,0x000010036c0190e009a000d0fc3541100a07380a,Dex Trader,4083964.0,972674.6920654912
246,2024-04,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,1108.0,1299666.0298393266
247,2024-06,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,14555.0,1217951.3801369863
248,2024-08,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,35005.0,1154777.3007270324
249,2024-09,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,26410.0,1000618.3312616532
250,2024-10,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,3583.0,987277.7902140673
251,2024-11,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,22230.0,983223.5868772783
