,MONTH,FROM_ADDRESS,TOP_PROFILE,WALLET_TOTAL_VALUE,CATEGORY_VALUE_MEAN
6169,2024-10,0x4c60051384bd2d3c01bfc845cf5f4b44bcbe9de5,Dex Trader,0.0,2.1224521396158402
6170,2024-11,0x4c60051384bd2d3c01bfc845cf5f4b44bcbe9de5,Dex Trader,0.0,4.3477144816659985
6171,2024-08,0x4c6745a4ced73f4152ae758388d1f8568882f802,Dex Trader,0.0,0.9840019601490381
6172,2024-10,0x4c6a8f50433daec228f7cf5327cd095c1cdc9a67,Dex Trader,0.0,2.1224521396158402
6173,2024-11,0x4c6a8f50433daec228f7cf5327cd095c1cdc9a67,Dex Trader,0.0,4.3477144816659985
6174,2024-12,0x4c6a8f50433daec228f7cf5327cd095c1cdc9a67,Dex Trader,0.0,4.961583011373187
6175,2024-02,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,6.513294960378756
6176,2024-04,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,1.9606889731787303
6177,2024-05,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,2.3484354944829144
6178,2024-06,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,1.8698409128650508
6179,2024-07,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,6.511754067159507
6180,2024-08,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,0.9840019601490381
6181,2024-09,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,2.0043089114011567
6182,2024-10,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,2.1224521396158402
6183,2024-11,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,4.3477144816659985
6184,2024-12,0x4c798c4653b1257d5149910523d7a6eed5712f83,Dex Trader,0.0,4.961583011373187
6185,2024-04,0x4c9804027fd29a45746879ecec46d7b7b2427b24,Dex Trader,0.0,1.9606889731787303
6186,2024-04,0x4ca0800f3b7ed9551ecacd8946702c703f59dd3f,Dex Trader,0.0,1.9606889731787303
6187,2024-01,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,3.983544831014597
6188,2024-03,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,5.849710497500981
6189,2024-04,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,1.9606889731787303
6190,2024-05,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,2.3484354944829144
6191,2024-06,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,1.8698409128650508
6192,2024-07,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,6.511754067159507
6193,2024-08,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,0.9840019601490381
6194,2024-09,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,2.0043089114011567
6195,2024-10,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,2.1224521396158402
6196,2024-11,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,4.3477144816659985
6197,2024-12,0x4d1eff861316396dd1915f69b49f4c2d7b11590d,Dex Trader,0.0,4.961583011373187
6198,2024-01,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,3.983544831014597
6199,2024-02,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,6.513294960378756
6200,2024-04,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,1.9606889731787303
6201,2024-05,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,2.3484354944829144
6202,2024-06,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,1.8698409128650508
6203,2024-07,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,6.511754067159507
6204,2024-08,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,0.9840019601490381
6205,2024-09,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,2.0043089114011567
6206,2024-10,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,2.1224521396158402
6207,2024-11,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,4.3477144816659985
6208,2024-12,0x4d32c8ff2facc771ec7efc70d6a8468bc30c26bf,Dex Trader,0.0,4.961583011373187
6209,2024-08,0x4d35da70c84c68e6a1188f5ff337d1e439b5b9b0,Dex Trader,0.1994,0.9840019601490381
6210,2024-06,0x4d3a10d4792dd12ececc5f3034c8e264b28485d1,Dex Trader,0.0,1.8698409128650508
6211,2024-07,0x4d3a10d4792dd12ececc5f3034c8e264b28485d1,Dex Trader,0.0,6.511754067159507
6212,2024-08,0x4d3a10d4792dd12ececc5f3034c8e264b28485d1,Dex Trader,0.0,0.9840019601490381
6213,2024-09,0x4d3a10d4792dd12ececc5f3034c8e264b28485d1,Dex Trader,0.0,2.0043089114011567
6214,2024-10,0x4d3a10d4792dd12ececc5f3034c8e264b28485d1,Dex Trader,0.0,2.1224521396158402
6215,2024-11,0x4d3a10d4792dd12ececc5f3034c8e264b28485d1,Dex Trader,0.0,4.3477144816659985
6216,2024-11,0x4d5777361d724af6460883399eb8f48e5b83424a,Dex Trader,0.0,4.3477144816659985
6217,2024-12,0x4d5777361d724af6460883399eb8f48e5b83424a,Dex Trader,0.0,4.961583011373187
6218,2024-01,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,3.983544831014597
6219,2024-02,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,6.513294960378756
6220,2024-03,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,5.849710497500981
6221,2024-04,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,1.9606889731787303
6222,2024-05,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,2.3484354944829144
6223,2024-06,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,1.8698409128650508
6224,2024-07,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,6.511754067159507
6225,2024-08,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,0.9840019601490381
6226,2024-09,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,2.0043089114011567
6227,2024-10,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,2.1224521396158402
6228,2024-11,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,4.3477144816659985
6229,2024-12,0x4d5f47fa6a74757f35c14fd3a6ef8e3c9bc514e8,Dex Trader,0.0,4.961583011373187
6230,2024-01,0x4d6e9dff72fb762a037bb42f7209f33f6ffa6cc6,Dex Trader,0.0,3.983544831014597
6231,2024-02,0x4d6e9dff72fb762a037bb42f7209f33f6ffa6cc6,Dex Trader,0.0,6.513294960378756
6232,2024-04,0x4d6e9dff72fb762a037bb42f7209f33f6ffa6cc6,Dex Trader,0.0,1.9606889731787303
6233,2024-01,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,3.983544831014597
6234,2024-02,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,6.513294960378756
6235,2024-03,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,5.849710497500981
6236,2024-04,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,1.9606889731787303
6237,2024-05,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,2.3484354944829144
6238,2024-06,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,1.8698409128650508
6239,2024-07,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,6.511754067159507
6240,2024-08,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,0.9840019601490381
6241,2024-09,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,2.0043089114011567
6242,2024-10,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,2.1224521396158402
6243,2024-11,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,4.3477144816659985
6244,2024-12,0x4d73adb72bc3dd368966edd0f0b2148401a178e2,Dex Trader,0.0,4.961583011373187
6245,2024-01,0x4d810ab7baeae025aa57d8600689340d6422f237,Dex Trader,0.0,3.983544831014597
6246,2024-01,0x4d9055f11c27fa82d08249a452f0d5eaa76fb64d,Dex Trader,0.0,3.983544831014597
6247,2024-02,0x4d9f9d15101eec665f77210cb999639f760f831e,Dex Trader,0.0,6.513294960378756
6248,2024-04,0x4d9f9d15101eec665f77210cb999639f760f831e,Dex Trader,0.0,1.9606889731787303
6249,2024-05,0x4d9f9d15101eec665f77210cb999639f760f831e,Dex Trader,0.0,2.3484354944829144
6250,2024-06,0x4d9f9d15101eec665f77210cb999639f760f831e,Dex Trader,0.0,1.8698409128650508
6251,2024-07,0x4d9f9d15101eec665f77210cb999639f760f831e,Dex Trader,0.0,6.511754067159507
6252,2024-08,0x4d9f9d15101eec665f77210cb999639f760f831e,Dex Trader,0.0,0.9840019601490381
6253,2024-10,0x4d9f9d15101eec665f77210cb999639f760f831e,Dex Trader,0.0,2.1224521396158402
6254,2024-02,0x4da29ea84651544d608fa56ecd49f3502cd19ce4,Dex Trader,0.0,6.513294960378756
6255,2024-01,0x4dad2532f1b6a8349ef0b7c08f4f4ac2d2870ef6,Dex Trader,0.0,3.983544831014597
6256,2024-02,0x4dad2532f1b6a8349ef0b7c08f4f4ac2d2870ef6,Dex Trader,0.0,6.513294960378756
6257,2024-03,0x4dad2532f1b6a8349ef0b7c08f4f4ac2d2870ef6,Dex Trader,0.0,5.849710497500981
6258,2024-04,0x4dad2532f1b6a8349ef0b7c08f4f4ac2d2870ef6,Dex Trader,0.0,1.9606889731787303
6259,2024-05,0x4dad2532f1b6a8349ef0b7c08f4f4ac2d2870ef6,Dex Trader,0.0,2.3484354944829144
6260,2024-09,0x4dad2532f1b6a8349ef0b7c08f4f4ac2d2870ef6,Dex Trader,0.0,2.0043089114011567
6261,2024-10,0x4dad2532f1b6a8349ef0b7c08f4f4ac2d2870ef6,Dex Trader,0.0,2.1224521396158402
6262,2024-10,0x4db0184a59811b74f6f1db4eca235ae850a92798,Dex Trader,0.0,2.1224521396158402
6263,2024-01,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,11.64987922822961,3.983544831014597
6264,2024-02,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,30.68749137996236,6.513294960378756
6265,2024-03,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,74.74003914624129,5.849710497500981
6266,2024-04,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,51.358082856913825,1.9606889731787303
6267,2024-05,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,112.80700100395319,2.3484354944829144
6268,2024-06,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,114.13820027912082,1.8698409128650508
6269,2024-07,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,8.156907216972842,6.511754067159507
6270,2024-08,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,1.143581786568383,0.9840019601490381
6271,2024-09,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,10.0503548639252,2.0043089114011567
6272,2024-10,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,25.904009393501198,2.1224521396158402
6273,2024-11,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,2.7786159472412,4.3477144816659985
6274,2024-12,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,Dex Trader,9.6514304228492,4.961583011373187
6275,2024-01,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,3.983544831014597
6276,2024-02,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,6.513294960378756
6277,2024-03,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,5.849710497500981
6278,2024-04,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,1.9606889731787303
6279,2024-06,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,1.8698409128650508
6280,2024-07,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,6.511754067159507
6281,2024-08,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,0.9840019601490381
6282,2024-09,0x4de01f8b87683d22216f412359c29de634a77367,Dex Trader,0.0,2.0043089114011567
6283,2024-12,0x4de8c60541fdadd33404ccb2c8b83907ce617341,Dex Trader,0.0,4.961583011373187
6284,2024-01,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,3.983544831014597
6285,2024-02,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,6.513294960378756
6286,2024-03,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,5.849710497500981
6287,2024-04,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,1.9606889731787303
6288,2024-05,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,2.3484354944829144
6289,2024-06,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,1.8698409128650508
6290,2024-07,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,6.511754067159507
6291,2024-08,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,0.9840019601490381
6292,2024-09,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,2.0043089114011567
6293,2024-10,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,2.1224521396158402
6294,2024-11,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,4.3477144816659985
6295,2024-12,0x4dece678ceceb27446b35c672dc7d61f30bad69e,Dex Trader,0.0,4.961583011373187
6296,2024-08,0x4e033931ad43597d96d6bcc25c280717730b58b1,Yield Farmer,0.0,7.697870699269828
6297,2024-09,0x4e033931ad43597d96d6bcc25c280717730b58b1,Yield Farmer,0.0,18.243155418204893
6298,2024-10,0x4e033931ad43597d96d6bcc25c280717730b58b1,Yield Farmer,0.0,6.1338999829672165
6299,2024-11,0x4e033931ad43597d96d6bcc25c280717730b58b1,Yield Farmer,0.0,11.554614572445223
6300,2024-12,0x4e033931ad43597d96d6bcc25c280717730b58b1,Yield Farmer,0.0,158.68953999402842
6301,2024-01,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,3.983544831014597
6302,2024-02,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,6.513294960378756
6303,2024-03,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,5.849710497500981
6304,2024-04,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,1.9606889731787303
6305,2024-05,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,2.3484354944829144
6306,2024-06,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,1.8698409128650508
6307,2024-07,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,6.511754067159507
6308,2024-08,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,0.9840019601490381
6309,2024-09,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,2.0043089114011567
6310,2024-10,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,2.1224521396158402
6311,2024-11,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,4.3477144816659985
6312,2024-12,0x4e34da137f0b317c633838458e0c923a5e088752,Dex Trader,0.0,4.961583011373187
6313,2024-01,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,3.983544831014597
6314,2024-02,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,6.513294960378756
6315,2024-03,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,5.849710497500981
6316,2024-04,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,1.9606889731787303
6317,2024-05,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,2.3484354944829144
6318,2024-06,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,1.8698409128650508
6319,2024-07,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,6.511754067159507
6320,2024-08,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,0.9840019601490381
6321,2024-09,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,2.0043089114011567
6322,2024-10,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,2.1224521396158402
6323,2024-11,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,4.3477144816659985
6324,2024-12,0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,Dex Trader,0.0,4.961583011373187
6325,2024-08,0x4e4e761900490000da005500baf1cbed00266e00,Dex Trader,0.0,0.9840019601490381
6326,2024-09,0x4e5846858c8da2149b7185f0569121632270aae8,Oracle User,0.1117,0.11448532487094525
6327,2024-10,0x4e5846858c8da2149b7185f0569121632270aae8,Oracle User,0.0,0.2698462429288498
6328,2024-11,0x4e5846858c8da2149b7185f0569121632270aae8,Oracle User,0.015,0.34037871874434694
6329,2024-12,0x4e5846858c8da2149b7185f0569121632270aae8,Oracle User,0.0,0.28598041309553446
6330,2024-02,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,6.513294960378756
6331,2024-03,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,5.849710497500981
6332,2024-04,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,1.9606889731787303
6333,2024-05,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,2.3484354944829144
6334,2024-06,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,1.8698409128650508
6335,2024-07,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,6.511754067159507
6336,2024-08,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,0.9840019601490381
6337,2024-10,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,2.1224521396158402
6338,2024-11,0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,Dex Trader,0.0,4.3477144816659985
6339,2024-01,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,3.983544831014597
6340,2024-02,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,6.513294960378756
6341,2024-03,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,5.849710497500981
6342,2024-04,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,1.9606889731787303
6343,2024-05,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,2.3484354944829144
6344,2024-06,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,1.8698409128650508
6345,2024-07,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,6.511754067159507
6346,2024-08,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,0.9840019601490381
6347,2024-09,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,2.0043089114011567
6348,2024-10,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,2.1224521396158402
6349,2024-11,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,4.3477144816659985
6350,2024-12,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Dex Trader,0.0,4.961583011373187
6351,2024-07,0x4e69a26373828bb696ab2622b60bc67232a94211,Dex Trader,0.0,6.511754067159507
6352,2024-08,0x4e69a26373828bb696ab2622b60bc67232a94211,Dex Trader,0.0,0.9840019601490381
6353,2024-09,0x4e69a26373828bb696ab2622b60bc67232a94211,Dex Trader,0.0,2.0043089114011567
6354,2024-12,0x4e69a26373828bb696ab2622b60bc67232a94211,Dex Trader,0.0,4.961583011373187
6355,2024-05,0x4e6bfcbbcfca036e32d028666f3631b679ad4202,Dex Trader,0.0,2.3484354944829144
6356,2024-02,0x4eb7fc78cfa4887587e84783e2498c917cab9fc9,Dex Trader,1.204945,6.513294960378756
6357,2024-07,0x4eb81d4497b4adffd07b9ad0411e654de0ebf915,Dex Trader,0.0,6.511754067159507
6358,2024-10,0x4eb81d4497b4adffd07b9ad0411e654de0ebf915,Dex Trader,0.0,2.1224521396158402
6359,2024-11,0x4eb9232c881a33ea2f337b4567f15666b555cc83,Defi Farmer,0.0,0.30616423606888893
6360,2024-01,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,4.514148047,3.983544831014597
6361,2024-02,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,0.0,6.513294960378756
6362,2024-03,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,0.0,5.849710497500981
6363,2024-04,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,4.828916142000001,1.9606889731787303
6364,2024-05,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,8.386226087299999,2.3484354944829144
6365,2024-06,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,5.547886675124,1.8698409128650508
6366,2024-07,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,8.6055458005,6.511754067159507
6367,2024-08,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,2.4381551835,0.9840019601490381
6368,2024-09,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,0.0,2.0043089114011567
6369,2024-10,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,0.0,2.1224521396158402
6370,2024-11,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,0.0,4.3477144816659985
6371,2024-12,0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Dex Trader,0.08781004687,4.961583011373187
6372,2024-09,0x4ebed98c510d36504fca8fc6626a4c7a738ce9cf,Dex Trader,0.0,2.0043089114011567
6373,2024-01,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,3.983544831014597
6374,2024-02,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,6.513294960378756
6375,2024-03,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,5.849710497500981
6376,2024-04,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,1.9606889731787303
6377,2024-05,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,2.3484354944829144
6378,2024-06,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,1.8698409128650508
6379,2024-07,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,6.511754067159507
6380,2024-08,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,0.9840019601490381
6381,2024-10,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,2.1224521396158402
6382,2024-11,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,4.3477144816659985
6383,2024-12,0x4ed8973e1d76c41f6dd82673f43b4ad85ed04123,Dex Trader,0.0,4.961583011373187
6384,2024-01,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,3.983544831014597
6385,2024-02,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,6.513294960378756
6386,2024-03,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,5.849710497500981
6387,2024-04,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,1.9606889731787303
6388,2024-05,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,2.3484354944829144
6389,2024-06,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,1.8698409128650508
6390,2024-07,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,6.511754067159507
6391,2024-08,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,0.9840019601490381
6392,2024-09,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,2.0043089114011567
6393,2024-10,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,2.1224521396158402
6394,2024-11,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,4.3477144816659985
6395,2024-12,0x4ee5f270572285776814e32952446e9b7ee15c86,Dex Trader,0.0,4.961583011373187
6396,2024-06,0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,Dex Trader,0.0,1.8698409128650508
6397,2024-07,0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,Dex Trader,0.0,6.511754067159507
6398,2024-08,0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,Dex Trader,0.0,0.9840019601490381
6399,2024-09,0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,Dex Trader,0.0,2.0043089114011567
6400,2024-10,0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,Dex Trader,0.0,2.1224521396158402
6401,2024-11,0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,Dex Trader,0.0,4.3477144816659985
6402,2024-12,0x4eefe02fce5b53ca33c7717bbd8ad3c9cb0609f1,Dex Trader,0.0,4.961583011373187
6403,2024-10,0x4f07614775c82f949afdb1eeeec518c3dfa7a782,Dex Trader,0.0,2.1224521396158402
6404,2024-11,0x4f07614775c82f949afdb1eeeec518c3dfa7a782,Dex Trader,0.0,4.3477144816659985
6405,2024-01,0x4f30a9d41b80ecc5b94306ab4364951ae3170210,Dex Trader,0.0,3.983544831014597
6406,2024-02,0x4f30a9d41b80ecc5b94306ab4364951ae3170210,Dex Trader,0.0008527498081,6.513294960378756
6407,2024-03,0x4f30a9d41b80ecc5b94306ab4364951ae3170210,Dex Trader,0.0,5.849710497500981
6408,2024-04,0x4f30a9d41b80ecc5b94306ab4364951ae3170210,Dex Trader,0.0002910942154,1.9606889731787303
6409,2024-05,0x4f30a9d41b80ecc5b94306ab4364951ae3170210,Dex Trader,0.0,2.3484354944829144
