,MONTH,FROM_ADDRESS,TOP_PROFILE,WALLET_TOTAL_VALUE,CATEGORY_VALUE_MEAN
149,2024-10,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,0.0,2.1224521396158402
150,2024-11,0x000000000dfde7deaf24138722987c9a6991e2d4,Dex Trader,0.0,4.3477144816659985
151,2024-01,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,0.0,3.983544831014597
152,2024-05,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,0.0,2.3484354944829144
153,2024-07,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,0.0,6.511754067159507
154,2024-09,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,0.0,2.0043089114011567
155,2024-10,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,0.0,2.1224521396158402
156,2024-11,0x000000004685666c7653cc148f566f0511901b37,Dex Trader,0.0,4.3477144816659985
157,2024-01,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,3.983544831014597
158,2024-02,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,6.513294960378756
159,2024-03,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,5.849710497500981
160,2024-04,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,1.9606889731787303
161,2024-05,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,2.3484354944829144
162,2024-06,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,1.8698409128650508
163,2024-07,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,6.511754067159507
164,2024-08,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,0.9840019601490381
165,2024-09,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,2.0043089114011567
166,2024-10,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,2.1224521396158402
167,2024-11,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,4.3477144816659985
168,2024-12,0x00000000a991c429ee2ec6df19d40fe0c80088b8,Dex Trader,0.0,4.961583011373187
169,2024-01,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,3.983544831014597
170,2024-02,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,6.513294960378756
171,2024-03,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,5.849710497500981
172,2024-04,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,1.9606889731787303
173,2024-05,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,2.3484354944829144
174,2024-06,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,1.8698409128650508
175,2024-07,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,6.511754067159507
176,2024-08,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,0.9840019601490381
177,2024-09,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,2.0043089114011567
178,2024-10,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,2.1224521396158402
179,2024-11,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,4.3477144816659985
180,2024-12,0x00000000ede6d8d217c60f93191c060747324bca,Dex Trader,0.0,4.961583011373187
181,2024-01,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,0.0,3.983544831014597
182,2024-02,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,0.0,6.513294960378756
183,2024-03,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,0.0,5.849710497500981
184,2024-05,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,0.0,2.3484354944829144
185,2024-07,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,0.0,6.511754067159507
186,2024-12,0x0000000895cb182e6f983eb4d8b4e0aa0b31ae4c,Dex Trader,0.0,4.961583011373187
187,2024-06,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,0.0,1.8698409128650508
188,2024-07,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,0.0,6.511754067159507
189,2024-08,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,0.0,0.9840019601490381
190,2024-09,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,0.0,2.0043089114011567
191,2024-10,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,0.0,2.1224521396158402
192,2024-11,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,0.0,4.3477144816659985
193,2024-12,0x00000011f84b9aa48e5f8aa8b9897600006289be,Dex Trader,0.0,4.961583011373187
194,2024-03,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,5.849710497500981
195,2024-04,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,1.9606889731787303
196,2024-05,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,2.3484354944829144
197,2024-06,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,1.8698409128650508
198,2024-07,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,6.511754067159507
199,2024-08,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,0.9840019601490381
200,2024-09,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,2.0043089114011567
201,2024-10,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,2.1224521396158402
202,2024-11,0x00000023c10000eecb940000b914cdfd76cc83d1,Dex Trader,0.0,4.3477144816659985
203,2024-01,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,6.44679465911,3.983544831014597
204,2024-02,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,3.726786,6.513294960378756
205,2024-03,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,4.5664038229,5.849710497500981
206,2024-04,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,4.63003,1.9606889731787303
207,2024-05,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,0.44974845581999995,2.3484354944829144
208,2024-06,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,0.3881321,1.8698409128650508
209,2024-07,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1.04609470279,6.511754067159507
210,2024-08,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,0.164545,0.9840019601490381
211,2024-09,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,5.6967392439,2.0043089114011567
212,2024-10,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,5.5522889799,2.1224521396158402
213,2024-11,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,1.4937108216400001,4.3477144816659985
214,2024-12,0x00000047bb99ea4d791bb749d970de71ee0b1a34,Dex Trader,7.6703081677,4.961583011373187
215,2024-06,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,0.0,2.5200000000000004e-08
216,2024-07,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,0.0,0.0
217,2024-08,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,0.0,0.0
218,2024-09,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,0.0,0.0
219,2024-10,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,0.0,0.0
220,2024-11,0x000000629fbcf27a347d1aeba658435230d74a5f,Staker Validator,0.0,0.0
221,2024-06,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,6.8e-08,2.5200000000000004e-08
222,2024-07,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,0.0,0.0
223,2024-08,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,0.0,0.0
224,2024-09,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,0.0,0.0
225,2024-10,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,0.0,0.0
226,2024-11,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,Staker Validator,0.0,0.0
227,2024-01,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,3.983544831014597
228,2024-02,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,6.513294960378756
229,2024-03,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,5.849710497500981
230,2024-04,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,1.9606889731787303
231,2024-05,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,2.3484354944829144
232,2024-06,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,1.8698409128650508
233,2024-07,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,6.511754067159507
234,2024-08,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,0.9840019601490381
235,2024-09,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,2.0043089114011567
236,2024-10,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,2.1224521396158402
237,2024-11,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,4.3477144816659985
238,2024-12,0x000000d40b595b94918a28b27d1e2c66f43a51d3,Dex Trader,0.0,4.961583011373187
239,2024-07,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,0.0,6.511754067159507
240,2024-08,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,0.0,0.9840019601490381
241,2024-09,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,0.0,2.0043089114011567
242,2024-10,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,0.0,2.1224521396158402
243,2024-11,0x0000030ec64df25301d8414ee5a29588c4b0de10,Dex Trader,0.0,4.3477144816659985
244,2024-11,0x000010036c0190e009a000d0fc3541100a07380a,Dex Trader,5.218520454,4.3477144816659985
245,2024-12,0x000010036c0190e009a000d0fc3541100a07380a,Dex Trader,66.718523585154,4.961583011373187
246,2024-04,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,0.0,1.9606889731787303
247,2024-06,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,0.0,1.8698409128650508
248,2024-08,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,0.0,0.9840019601490381
249,2024-09,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,0.0,2.0043089114011567
250,2024-10,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,0.0,2.1224521396158402
251,2024-11,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,0.0,4.3477144816659985
252,2024-12,0x000056f7000000ece9003ca63978907a00ffd100,Dex Trader,0.0,4.961583011373187
