,FROM_ADDRESS,function_count_30d_bin,value_sent_bin,contract_diversity_7d_bin,gas_used_7d_bin,tx_per_day_bin,first_last_bin,tx_count_30d_bin_binary,cluster_jaccard
12474,0x74b0e2dfa0301a15414fcf7a40ab53325122b0a0,0,high,very_low,high,high,very_short,1,1
12475,0x74b129e3319fa0d6fd1e7f286c74a762afa1f209,0,moderate,low,very_low,high,,1,4
12476,0x74b303dd79bbf44d23d60891bdd0f31df87bc7b8,1,none_or_zero,very_low,low,very_high,,1,3
12477,0x74b82717917c6f249173d13a64017e57e2b21ef2,0,none_or_zero,low,very_low,high,very_short,1,4
12478,0x74bad482a7f73c8286f50d8aa03e53b7d24a5f3b,0,none_or_zero,very_low,medium,high,,1,3
12479,0x74c145e151a06f18efa3a1ab3f3a9cc2205978e5,0,none_or_zero,low,very_low,high,very_short,1,4
12480,0x74c48105eb04e402a436fa84593933ab7f732004,0,none_or_zero,low,very_low,high,very_short,1,4
12481,0x74c6cade3ef61d64dcc9b97490d9fbb231e4bdcc,1,none_or_zero,very_low,low,high,very_short,1,3
12482,0x74c6ecb34ce34b0c9b95d24117e4712962681a7a,0,none_or_zero,very_low,high,high,very_short,1,1
12483,0x74c996d9e20f40241a9eb6e9ac9530d124b0297e,0,very_high,very_low,medium,high,,1,3
12484,0x74c99f3f5331676f6aec2756e1f39b4fc029a83e,1,none_or_zero,low,low,high,,1,6
12485,0x74cae0ecc47b02ed9b9d32e000fd70b9417970c5,0,none_or_zero,very_low,high,high,,1,3
12486,0x74cd6d8c0f9890df2effd2f7ce6d9e1722616623,0,none_or_zero,very_low,high,high,very_short,1,1
12487,0x74cd6e0c40ac5abc19c0ec42329a4f4f84c964c2,0,none_or_zero,low,very_low,high,,1,4
12488,0x74ce06bea5f855b64da930d1cfe0ce064d552855,0,none_or_zero,low,very_low,high,very_short,1,4
12489,0x74d14bd41bf522a063db2ec0bd2da6122a536f43,0,none_or_zero,low,very_low,high,very_short,1,4
12490,0x74d70e8a9cf4d9ba5960c184c19d5bac7613e79e,0,none_or_zero,low,very_low,high,very_short,1,4
12491,0x74da11c255e11f43cc07440354fd850e86e8477f,0,none_or_zero,very_low,high,high,very_short,1,1
12492,0x74dbf6bfcef972929519c523c87e3fd45c7192c6,0,none_or_zero,low,very_low,high,very_short,1,4
12493,0x74de5d4fcbf63e00296fd95d33236b9794016631,1,very_high,very_high,medium,very_high,,1,5
12494,0x74dec05e5b894b0efec69cdf6316971802a2f9a1,0,none_or_zero,low,medium,high,,1,4
12495,0x74e142df816c376bd35d7ae02914fc8168fcd45f,0,none_or_zero,very_low,medium,high,very_short,1,2
12496,0x74e2b8eee3ea8f4639b81e1e9b230cc9c06e5f6a,1,none_or_zero,low,very_low,high,very_short,1,6
12497,0x74e4cda298cd055386d91824ae6f8f1fd992a8a0,0,none_or_zero,very_low,medium,high,very_short,1,2
12498,0x74e6cac32234133fe06bd0f4d8237dee1dede057,0,none_or_zero,very_low,very_low,high,,1,3
12499,0x74ebb07bc991ce8f92150c8560673fa2e79af0da,0,none_or_zero,low,very_low,high,very_short,1,4
12500,0x74ecede08ecd8636a1f8c0a0f83da3eb77a7f5af,0,none_or_zero,low,very_low,high,very_short,1,4
12501,0x74ee88f2181936d57b67be44c64cf59fcd3c26eb,0,none_or_zero,low,very_low,high,very_short,1,4
12502,0x74f2b3c3c10604443e2dead01fda1046ca676230,0,none_or_zero,very_low,medium,high,very_short,1,2
12503,0x74f3710792b88bce2c80698efc8a7829ad37d777,0,none_or_zero,low,very_low,very_high,,1,5
12504,0x74f70713b0515e9f520d6c764352e45e227839b7,1,none_or_zero,very_low,very_low,high,,1,3
12505,0x74f8c9aef6d796f089bf371b30f5aab531641d5a,0,none_or_zero,very_low,medium,high,very_short,1,2
12506,0x74fa7cd85e629d788606dc557148b16bd899263a,0,tiny,very_low,high,high,very_short,1,1
12507,0x750340ad351509f3620f69d32f7e9ed36d37d629,1,none_or_zero,medium,low,high,very_short,1,5
12508,0x7503b534deaf5d713f84fa71172003986be893ea,0,none_or_zero,very_low,high,high,very_short,1,1
12509,0x7503b58bb29937e7e2980f70d3fd021b7ebea6d0,0,none_or_zero,low,very_low,high,very_short,1,4
12510,0x750874e6fb8dca30ce41d445e4baf8c76971f912,0,none_or_zero,low,very_low,very_high,,1,5
12511,0x750b19e8cff5bd37683496acc2b14c2ebf97803c,0,none_or_zero,low,very_low,high,very_short,1,4
12512,0x750ce25c27a8b9510c8afa38c21b4f1539cc5b51,0,none_or_zero,very_low,high,high,very_short,1,1
12513,0x750d1ec89f87dfcf035114aae17e2aa41fe20889,0,none_or_zero,low,very_low,high,very_short,1,4
12514,0x750dfc7f0e0e233158d6f462152a8eda0df770e8,1,none_or_zero,low,very_low,high,very_short,1,6
12515,0x7510792a3b1969f9307f3845ce88e39578f2bae1,1,tiny,low,medium,high,,1,6
12516,0x75116bd1ab4b0065b44e1a4ea9b4180a171406ed,0,none_or_zero,low,very_low,high,,1,4
12517,0x7512177f6b18a74c106a3eec4a724e9e8dc7b037,0,high,low,very_low,high,very_short,1,4
12518,0x75147b32d360ccd50ce86bf29cf8695062cf1a75,0,none_or_zero,low,very_low,high,very_short,1,4
12519,0x751699c6d9ba33db0b2da83cedd9bd62c4bdf678,0,none_or_zero,low,very_low,high,very_short,1,4
12520,0x75183e94b112f4b8f1126c312ef11e425c291c3a,0,none_or_zero,low,very_low,high,very_short,1,4
12521,0x75201d546585ed4190bb5c7f0ae4f48dfe1b0c62,0,none_or_zero,low,very_low,high,,1,4
12522,0x7520733e08cd5da9b841ff6d7aed7df0437b453a,0,none_or_zero,very_low,medium,high,very_short,1,2
12523,0x75225fcf48a5e48422a4dd4c62c7b1aac4fa6768,1,none_or_zero,low,high,high,very_short,1,6
12524,0x75228dce4d82566d93068a8d5d49435216551599,0,none_or_zero,low,very_low,high,,1,4
12525,0x7522ab10b6cff00fd47393155eea8f74392c88cd,0,none_or_zero,low,very_low,high,very_short,1,4
12526,0x7523034a36f157b35733da3b0b0f780c471345de,0,none_or_zero,low,very_low,high,very_short,1,4
12527,0x75231f58b43240c9718dd58b4967c5114342a86c,1,none_or_zero,very_low,low,very_high,,1,3
12528,0x75239db8488f1bc13bd1965a30a3f0a84d643e37,0,none_or_zero,low,very_low,high,very_short,1,4
12529,0x7524fe020edcd072ee98126b49fa65eb85f8c44c,1,none_or_zero,low,low,high,,1,6
12530,0x752639cd44726bce304cf7faf5885b3471033a02,0,none_or_zero,low,very_low,high,very_short,1,4
12531,0x752808c0b93fc7cf2678f705f7f3adf0c79b7514,0,low,very_low,high,high,very_short,1,1
12532,0x752853b1275a7ca4715acdcc48d3fe96b5f5bf31,0,none_or_zero,low,very_low,high,very_short,1,4
12533,0x7528d90d73abddae5eeb9c5759a05328432238f4,0,none_or_zero,low,very_low,high,very_short,1,4
12534,0x752ebeb79963cf0732e9c0fec72a49fd1defaeac,1,high,low,very_low,very_high,,1,5
12535,0x753660e0c93e3cbd25faca7a347058bbbec0919c,0,none_or_zero,low,very_low,high,very_short,1,4
12536,0x75382c52b6f90b3f8014bfcadac2386513f1e3bc,1,none_or_zero,low,low,high,,1,6
12537,0x753beedfb233748469a3eba05f7438afc743f554,0,none_or_zero,low,very_low,high,,1,4
12538,0x753f0c81b40c151d4c07801406e3a3a55656c9d0,0,none_or_zero,very_low,high,high,very_short,1,1
12539,0x753f6883557ff9e2dac016ad08c248486722694d,0,none_or_zero,low,very_low,high,very_short,1,4
12540,0x75412a9805763dd0cd343633cda91107434342fe,1,none_or_zero,low,low,very_high,very_short,1,5
12541,0x7541f55c87b6f572a3a9ec3a372f19101a2d7448,0,none_or_zero,low,very_low,high,very_short,1,4
12542,0x75421b9dab052ebf0614a5224841b55f998654f9,0,none_or_zero,low,very_low,high,very_short,1,4
12543,0x7542565191d074ce84fbfa92cae13acb84788ca9,0,none_or_zero,very_low,low,very_high,,1,3
12544,0x75479587e6bcf93ab516065c45d19249e7246e2b,1,none_or_zero,low,high,high,very_short,1,6
12545,0x754aed72b197a53a6615d3656e45fafd3f90ad3f,0,low,low,very_low,high,very_short,1,4
12546,0x754b412674461b50ccfa90977a5867eb97dea1a8,0,none_or_zero,low,very_low,high,very_short,1,4
12547,0x754ca6e8d35b9c8ffccb084a9c79938ed3e90480,0,none_or_zero,low,very_low,high,very_short,1,4
12548,0x75507bab932fc47531bf1654f243c088a3fa1f69,0,none_or_zero,low,very_low,very_high,,1,5
12549,0x7551974d3eb41de0905c22889a82c082aa4c76d6,0,none_or_zero,very_low,medium,high,very_short,1,2
12550,0x7552ce437e4e9e3e0bf1220c81bec4a5af5bd107,0,none_or_zero,very_low,medium,high,very_short,1,2
12551,0x7553d898b5e699ade29b874270b39babdd72ba68,0,none_or_zero,low,very_low,high,very_short,1,4
12552,0x755a078dee1c264a3053f02cd634e750d505cf85,0,none_or_zero,very_low,medium,very_high,,1,3
12553,0x755a513d6adad8486c44e126abc3a739251b0aa6,1,none_or_zero,low,high,high,very_short,1,6
12554,0x755c1a8f71f4210cd7b60b9439451efcbeba33d1,1,none_or_zero,low,low,very_high,,1,5
12555,0x755c4fbe08342d115951f47433d3c197bd7c13b7,0,none_or_zero,very_low,medium,high,very_short,1,2
12556,0x755e9a5b4baefc78bb82ba7e6d2386ccb2f238a5,0,none_or_zero,low,very_low,high,,1,4
12557,0x755f01736f93c91585b840c2179c560b754d69f3,1,none_or_zero,low,very_low,high,,1,6
12558,0x7561c5ccfe41a26b33944b58c70d6a3cb63e881c,1,none_or_zero,low,low,high,,1,6
12559,0x7566f71d9edb8700059f9e7f2b2646f7376d1539,1,none_or_zero,low,high,high,very_short,1,6
12560,0x7569349084fce8e5162d96d351b994e166ef6778,1,none_or_zero,low,low,high,,1,6
12561,0x756aa900dd821a5830c406bd48c5bd52158101e7,0,low,very_low,high,high,very_short,1,1
12562,0x756b4d6f8c0f329be5a49b1387eb0a8b7278b8ee,0,none_or_zero,low,very_low,high,very_short,1,4
12563,0x756c5a14b47eb2af0174c83647548e9ad9dee7ac,0,none_or_zero,low,very_low,high,very_short,1,4
12564,0x75734418fd346f424a3e1d7cc11e012f322cdd03,1,none_or_zero,very_low,very_low,very_high,,1,5
12565,0x7574ffe6265da26f8413218a1423a9962fde336b,0,none_or_zero,low,very_low,high,very_short,1,4
12566,0x7575c7d4ea7b8e19c5d61a4023ea994f4e7fd471,1,none_or_zero,low,high,high,very_short,1,6
12567,0x7577067ed3fa3744620623cc16de7637c4c766d4,1,none_or_zero,low,high,high,very_short,1,6
12568,0x757d3592614aee7216c25f93991bd364d0b3f54c,0,none_or_zero,low,very_low,high,very_short,1,4
12569,0x757d8d585ee1488097305bcb0fcec1ac4a55e9d6,0,none_or_zero,very_low,very_low,high,,1,3
12570,0x75866a75409f7c9bc5007780571d618fac25488d,0,none_or_zero,low,very_low,high,very_short,1,4
12571,0x758689e5c7e1a3040c06999f20bafe0eac9e378d,0,none_or_zero,very_low,high,high,very_short,1,1
12572,0x7586b91026d79c45e34d39a0c30a06c7bec10ed2,0,none_or_zero,low,very_low,high,very_short,1,4
12573,0x7588f1171ba339b615cd710baa1fc0a15a93908b,0,none_or_zero,very_low,high,high,very_short,1,1
12574,0x758982386d532d977b462f5b80e16928ea6652dc,0,none_or_zero,low,very_low,high,very_short,1,4
12575,0x758e0ee66102816f5c3ec9ecc1188860fbb87812,1,high,very_low,high,high,,1,3
12576,0x758f117012d71667369756ed2459bb1be1856870,0,none_or_zero,low,very_low,high,,1,4
12577,0x759075da0ecdcf76acb567dbb93a8204884623cd,0,none_or_zero,very_low,high,high,very_short,1,1
12578,0x7591992f1a98636c6b7207f30382ca4bec83d9be,1,tiny,low,very_low,high,very_short,1,6
12579,0x7597fd370550789ae351f99d5c44b896da957c24,0,none_or_zero,low,very_low,high,very_short,1,4
12580,0x759894ced0e6af42c26668076ffa84d02e3cef60,1,none_or_zero,low,high,high,,1,6
12581,0x759966aa36030e17125d679e81a7cedc439c72ac,0,none_or_zero,low,very_low,high,,1,4
12582,0x759a19f7541d076062ea88b09656b163941a6c17,0,none_or_zero,very_low,medium,high,very_short,1,2
12583,0x759a7a7eb65ee407365f2237140c81e3f460ed2d,0,none_or_zero,low,very_low,high,very_short,1,4
12584,0x759bed164a765741333702db2684e94fa94fa106,0,none_or_zero,low,very_low,high,very_short,1,4
12585,0x75a00922a9cf058d0f1f449b756dd56ff75dd7db,0,none_or_zero,low,very_low,high,very_short,1,4
12586,0x75a42db0eef6306a2274e400c4a0f2e4788cda91,0,none_or_zero,very_low,medium,high,very_short,1,2
12587,0x75a62843de01f185056df2593f12174d4e0fa1ee,0,none_or_zero,low,very_low,high,very_short,1,4
12588,0x75a7513bf0ce0da21b8afd463a41b946c532b39e,0,none_or_zero,low,very_low,high,very_short,1,4
12589,0x75a852478792e5a99bc4cdd0adbd97129b0d9799,0,none_or_zero,low,very_low,high,,1,4
12590,0x75ab076a00d76478e5fcc21cfd95113802f06d23,1,very_high,medium,low,very_high,,1,5
12591,0x75ae2456c420d5705efe28922491983fce7d94ed,0,none_or_zero,low,very_low,high,very_short,1,4
12592,0x75ae2c0993c927c26a481287749064d904e780b0,1,none_or_zero,very_low,medium,high,,1,3
12593,0x75af45030a6dfdecb3e6b4296fb4b23e6e00cde8,0,none_or_zero,low,very_low,high,very_short,1,4
12594,0x75af4dbc6fc91141cad2377bef74906ba63a7a67,0,none_or_zero,low,very_low,high,very_short,1,4
12595,0x75b11b577c6e87626054d0328d9cd6103f0763d7,0,none_or_zero,very_low,medium,high,very_short,1,2
12596,0x75b1c30f9984c3931c53d487af6b4ec8112c79e0,0,none_or_zero,very_low,medium,high,very_short,1,2
12597,0x75b3a924c8ce97acca986448a127faed656188df,1,none_or_zero,low,high,high,very_short,1,6
12598,0x75b5e46202763e1283516f583cdd3cec7369bb18,0,none_or_zero,low,very_low,high,very_short,1,4
12599,0x75bf01e48c9ec8bfd7c2954aca7ebc61b1b44246,0,none_or_zero,low,very_low,high,,1,4
12600,0x75c355616badc4403b0de634ff51accca96b1da1,0,tiny,very_low,high,high,very_short,1,1
12601,0x75c5d2d8d54254476239a5c1e1f23ec48df8779e,0,none_or_zero,low,very_low,high,,1,4
12602,0x75cb348a52cab5ca81f7a873f7f9b00fb2d3baea,0,none_or_zero,very_low,high,high,very_short,1,1
12603,0x75cc0c0ddd2ccafe6ec415be686267588011e36a,1,none_or_zero,low,medium,high,,1,6
12604,0x75cd2f80452fb3537b4c9e1bdff24d48e3f38099,0,none_or_zero,low,very_low,high,very_short,1,4
12605,0x75cd3f538c091c1d514ab1ad9832f54198cacec0,0,none_or_zero,low,very_low,very_high,,1,5
12606,0x75cda57917e9f73705dc8bcf8a6b2f99adbdc5a5,0,none_or_zero,very_low,medium,very_high,,1,3
12607,0x75d1dcd0739c6c608df242f2640cbd59c09f4c37,0,none_or_zero,very_low,medium,high,very_short,1,2
12608,0x75d208e7000794c6fa3203b7091481e2dcd76307,0,none_or_zero,very_low,medium,high,,1,3
12609,0x75d3d5bfba34bd560ff57599cf3807b4b86ce640,0,none_or_zero,very_low,medium,high,very_short,1,2
12610,0x75d536eed32f4c8bb39f4b0c992163f5ba49b84e,0,none_or_zero,low,very_low,high,very_short,1,4
12611,0x75da002f6cafa63446a4a04ea93db2ded9736d3a,0,none_or_zero,low,very_low,high,very_short,1,4
12612,0x75ddeee6af0106c145f1a517e42f38ebb767f23a,0,none_or_zero,low,very_low,high,very_short,1,4
12613,0x75e46b3abacb2c3615ea2044999d0016e64866af,0,none_or_zero,low,very_low,high,very_short,1,4
12614,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,0,none_or_zero,low,very_low,high,very_short,1,4
12615,0x75e484326d924fb30d84ed959d59d6b5c3c98ca7,0,none_or_zero,very_low,high,high,very_short,1,1
12616,0x75e88b8c2d34a52a6d36deada664d7dc9116e4ef,1,none_or_zero,low,very_low,high,,1,6
12617,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0,none_or_zero,medium,medium,very_high,,1,3
12618,0x75e95ba5997eb235f40ecf8347cdb11f18ff640b,0,none_or_zero,very_low,very_low,high,,1,3
12619,0x75eabb7cb05a5057e092fdbbd86fb801b4d02b1f,0,none_or_zero,low,very_low,high,,1,4
12620,0x75ec22902f1a829d06768857a53611962c3bd0c5,1,none_or_zero,very_low,high,high,very_short,1,3
12621,0x75ec6659b70b2ee6cf35b3fe72e17cf3330e07f7,0,none_or_zero,low,very_low,high,very_short,1,4
12622,0x75f09a38b460a29c099170ff914e7566191bcc39,0,none_or_zero,low,very_low,high,very_short,1,4
12623,0x75f96a6bf13235f25760798e37f55a927e1a3a4c,0,none_or_zero,very_low,low,high,very_short,1,3
12624,0x75fb93b789df982c72b27f05824130b5c1518695,0,none_or_zero,low,very_low,high,very_short,1,4
12625,0x75ff0ae6cba2474861351f1c345df9f9452baf98,0,none_or_zero,low,very_low,high,very_short,1,4
12626,0x76011c5eb5409c00a644b8ee496f1c77d434e266,0,none_or_zero,low,very_low,high,very_short,1,4
12627,0x7603352f1c4752ac07aac94e48632b65fdf1d35c,1,none_or_zero,low,very_low,very_high,,1,5
12628,0x760762b30991a01f492e9ff067583a0c85d5768f,1,none_or_zero,low,very_low,high,,1,6
12629,0x760cc54e6ce623dc67ac31368d5e04ad169b33c5,1,none_or_zero,low,very_low,high,very_short,1,6
12630,0x760d092a4b90e6978336b2f43afdcca6c3ce3fe5,0,none_or_zero,low,very_low,high,very_short,1,4
12631,0x760de0a2934d191f6a4e77800d00fdfe3d4bfc85,0,none_or_zero,very_low,medium,high,very_short,1,2
12632,0x760f4019e7d2dccf3bf93beb820af71832b5a869,0,none_or_zero,very_low,medium,high,very_short,1,2
12633,0x760f6d08c3b978d78007253a35e7fbc585e27783,0,none_or_zero,very_low,high,high,very_short,1,1
12634,0x7610c86d7ff59f490f9aedfdbedcec0adb73058c,0,none_or_zero,low,very_low,high,very_short,1,4
12635,0x7610f876b69bda59841c953469eec8fb1258cead,0,none_or_zero,very_low,very_low,high,very_short,1,3
12636,0x7618c038113503d15029a41857e352f43b4dcc6e,0,none_or_zero,low,very_low,high,,1,4
12637,0x762340b8a40cdd5bfc3edd94265899fda345d0e3,1,none_or_zero,low,medium,very_high,,1,5
12638,0x76248af77142812d0e81f53cd0b90a6a29e64756,0,none_or_zero,low,very_low,high,very_short,1,4
12639,0x762519d928dd24dea1ae0b16d1f2dc7035bdb0bc,0,tiny,very_low,high,high,very_short,1,1
12640,0x76264772707c8bc24261516b560cbf3cbe6f7819,1,none_or_zero,medium,medium,high,,1,5
12641,0x7629424b9f12f90f411cbddca6c36118766213aa,0,none_or_zero,low,very_low,high,very_short,1,4
12642,0x76312947849efd01f7316d01bf9970c82070197b,0,none_or_zero,very_low,high,high,very_short,1,1
12643,0x76366d95c2016446247296ea50c8d06d0585ae00,1,none_or_zero,low,low,high,,1,6
12644,0x7637b78d1b809d1010d6e8d1dde31a3656abb85e,0,none_or_zero,very_low,medium,high,very_short,1,2
12645,0x76389263e3c29f6e1d97496c918de3bbc28187ba,0,none_or_zero,very_low,high,high,very_short,1,1
12646,0x763a0ca93af05ade98a52dc1e5b936b89bf8b89a,1,tiny,very_low,low,high,,1,3
12647,0x763b8a88ac40edb6cc5c13faac1fcff4b393218d,1,none_or_zero,low,very_low,very_high,,1,5
12648,0x763c4978b8536d5eb18fb846b91a2d3ae3e31b0c,1,none_or_zero,low,very_low,high,,1,6
12649,0x763d3b7296e7c9718ad5b058ac2692a19e5b3638,1,none_or_zero,low,low,high,,1,6
12650,0x763f493d86edfd1198dcc51d76d136c195135144,0,none_or_zero,low,very_low,high,very_short,1,4
12651,0x7640c9d86536b81c831f3a9a4191c4c3220c2dbe,0,none_or_zero,low,very_low,high,very_short,1,4
12652,0x764510ab1d39cf300e7abe8f5b8977d18f290628,1,none_or_zero,low,low,high,,1,6
12653,0x764813e06893d19b3bd9df142e438abbbc84f879,0,none_or_zero,very_low,very_low,high,very_short,1,3
12654,0x764a536c061eba95ef687ea31b9ecc582121a9d7,0,none_or_zero,low,very_low,high,very_short,1,4
12655,0x764cf42667d23b01760767955854c66a84c0e1f4,0,none_or_zero,low,very_low,high,,1,4
12656,0x764f305231f5f935bebe9ed5ec7c4828ec1eaeab,0,none_or_zero,very_low,medium,high,very_short,1,2
12657,0x7651382c7c18e8f73ebf951eadc53c4a7413c0d4,0,none_or_zero,very_low,medium,high,,1,3
12658,0x765204b793d172eacae818151ac04fbe4b0be253,0,none_or_zero,very_low,high,high,very_short,1,1
12659,0x7653813d2ae190581c23148f5fa0287a5af70803,1,none_or_zero,low,high,high,very_short,1,6
12660,0x7655642a8ba84ffb4deb8e90316c5a6573ebf405,0,low,low,very_low,high,very_short,1,4
12661,0x7655fed915119b4b9e8911ee623f4047780eca5d,1,none_or_zero,low,high,high,very_short,1,6
12662,0x7656346679187777fc56390d2fedad68acc63b9f,0,none_or_zero,low,very_low,high,very_short,1,4
12663,0x765b35ae96755003d92dd91601428ac7c849618a,0,moderate,very_low,high,high,very_short,1,1
12664,0x765ee4370e2ffdfeae6893c8658863e82df31fe5,0,none_or_zero,low,very_low,high,,1,4
12665,0x765f0c16d1ddc279295c1a7c24b0883f62d33f75,0,none_or_zero,low,very_low,high,,1,4
12666,0x76611eea26af8842281b56bb742129e77133592f,1,none_or_zero,low,very_low,high,,1,6
12667,0x766221fff04453450b3f68c67bd2f2fca1ae5336,0,none_or_zero,very_low,medium,high,very_short,1,2
12668,0x7663c5790e1ebf04197245d541279d13f3c2f362,0,none_or_zero,low,very_low,high,,1,4
12669,0x766528cc70dcc240fa1e0ebeac573d285eed1d14,1,none_or_zero,low,very_low,high,very_short,1,6
12670,0x766721ea6017872b03713b5124087b862789b319,0,none_or_zero,low,very_low,high,very_short,1,4
12671,0x7668b2ea8490955f68f5c33e77fe150066c94fb9,1,none_or_zero,low,very_low,high,very_short,1,6
12672,0x766a389e054e7fd4115e8ba3eb87dc27c8ce9d31,0,none_or_zero,low,very_low,high,,1,4
12673,0x766c2ac62e6e2707ef870b7b14a0c1b1877e9561,0,none_or_zero,very_low,high,high,very_short,1,1
12674,0x766c74b135854c546f98535f86caceb778d9a6f0,0,none_or_zero,low,very_low,high,very_short,1,4
12675,0x766c95d12a445767269577e9356fe6a340deb308,0,none_or_zero,very_low,medium,high,very_short,1,2
12676,0x766eed14d1f8b50a3d64d73fdea5ecd91441e94a,0,none_or_zero,low,very_low,high,very_short,1,4
12677,0x7677670f655ec0dc2205cb7d22ccc6633ac26766,0,none_or_zero,low,very_low,high,very_short,1,4
12678,0x7678926f37356a21bb6f8637579cdf18f44aaa03,1,none_or_zero,low,high,high,very_short,1,6
12679,0x767af52d988d1241a346851a1b39ccd11357376e,1,none_or_zero,medium,medium,very_high,,1,5
12680,0x767b8157686ac7fd963bb86dee18e1a0f26d61ec,0,none_or_zero,very_low,high,high,very_short,1,1
12681,0x767f4ad0ffce4104b4b65adfe4992a34690b44ff,0,moderate,very_low,high,high,very_short,1,1
12682,0x768105fcb52512cb16d4dca190eaf5b5ad705039,0,none_or_zero,very_low,medium,high,,1,3
12683,0x76814ba1837895e40c8b07d62064bb9e562daf10,0,none_or_zero,low,very_low,high,very_short,1,4
12684,0x7687eb8223e841f5dc4acbbffe403e6afa214f62,0,none_or_zero,very_low,high,high,very_short,1,1
12685,0x768a806f8c974a38f9e71b6039d03bac9eb23734,0,none_or_zero,low,very_low,high,very_short,1,4
12686,0x768b870e79e3886805d4ef4290ef89dfb6bed241,0,none_or_zero,very_low,medium,high,very_short,1,2
12687,0x768bedd80e2a7bd8d09bff9f97aef71e9a3502a2,0,none_or_zero,low,very_low,high,very_short,1,4
12688,0x76908ed13187a6cdf130e9364f52bd2d9b11d8e5,0,none_or_zero,low,very_low,high,very_short,1,4
12689,0x769272677fab02575e84945f03eca517acc544cc,1,none_or_zero,low,medium,very_high,,1,5
12690,0x7692f3cd15308222f61003eb82f3f06c988cc4f2,0,low,very_low,high,high,very_short,1,1
12691,0x76966255fb563a1384790265b14226463a1c1947,0,none_or_zero,low,very_low,high,very_short,1,4
12692,0x7697ae4def3c3cd52493ba3a6f57fc6d8c59108a,0,none_or_zero,low,very_low,high,,1,4
12693,0x769989898ac5133dd0fbeac07907abb6dcf2fe51,0,none_or_zero,very_low,high,high,very_short,1,1
12694,0x769bc8f771b23400ae7bdb7cfd8680fe2b0da7fe,0,tiny,very_low,high,high,very_short,1,1
12695,0x769d8bc9f82080e66c990faf1a1cfdd0cfbd8e1f,1,none_or_zero,low,medium,high,,1,6
12696,0x769f539486b31ef310125c44d7f405c6d470cd1f,1,none_or_zero,low,low,very_high,,1,5
12697,0x76a0e27618462bdac7a29104bdcfff4e6bfcea2d,1,none_or_zero,very_low,low,high,very_short,1,3
12698,0x76a30a956cb9c3314022cedcc2040f14157a9098,0,none_or_zero,low,very_low,high,very_short,1,4
12699,0x76a67948e2c320bb6b2760ef6778cdc2309486a2,0,none_or_zero,very_low,high,high,very_short,1,1
12700,0x76a962ba6770068bcf454d34dde17175611e6637,0,none_or_zero,low,very_low,high,,1,4
12701,0x76ae98c96ffe721dca62e0e6faa86161a5caefcf,0,none_or_zero,low,very_low,high,very_short,1,4
12702,0x76afe7ce2bcd055c0d36ba1e543bc7e71d4ff339,0,low,low,very_low,high,very_short,1,4
12703,0x76b124d5a8c26f65be3342884b2987dd17fc6aae,0,none_or_zero,low,very_low,high,very_short,1,4
12704,0x76b2128bb0a416f8e4c2201d7dff24e384006688,0,tiny,very_low,high,high,very_short,1,1
12705,0x76b7e9d45082aed61009391b75f212f5e6b587ba,0,none_or_zero,very_low,medium,high,very_short,1,2
12706,0x76b9b7c06d24c59fa3dffbae8cdc38092210888c,0,none_or_zero,low,very_low,high,,1,4
12707,0x76ba514f1afaeabb1d17e90bd5beb4e0d9c30f6b,0,none_or_zero,very_low,medium,high,very_short,1,2
12708,0x76bbce5d4115fbd24424a9fcfc2e5beaae099571,0,none_or_zero,low,very_low,high,,1,4
12709,0x76bf2d1e6dfda645c0c17440b17eccc181dfc351,1,high,low,very_low,high,,1,6
12710,0x76c208a2236fecc58f90e30e5faabfafc65474b1,0,none_or_zero,very_low,medium,high,very_short,1,2
12711,0x76c3b2d7ff1298adc7851c797e864dcf89b533a5,0,none_or_zero,very_low,medium,high,very_short,1,2
12712,0x76c7088bfb5f4493e386ba003be9817ad00ecd6d,0,none_or_zero,very_low,high,high,very_short,1,1
12713,0x76c87d53872a01c16034734b2a3a86f756251f24,0,none_or_zero,low,very_low,high,very_short,1,4
12714,0x76cba1d964cf86a5b863fbc4d1640b82166ccead,0,none_or_zero,low,very_low,high,very_short,1,4
12715,0x76cd7279ce02a02f7388d68b3a5eb686d3bf069f,0,none_or_zero,low,very_low,high,very_short,1,4
12716,0x76d3254590dacf6e5bef86c07d6ce5f3fa3452b1,1,low,low,medium,high,very_short,1,6
12717,0x76d632d31ed694fefc5b538435bc44da76c930ec,0,none_or_zero,low,very_low,high,very_short,1,4
12718,0x76de75486520c8c16abd0e154fde9a03332b04e3,0,moderate,very_low,high,high,very_short,1,1
12719,0x76dfd2a29ffef621f4eae1f35730dc8d61e460e6,0,none_or_zero,low,very_low,high,very_short,1,4
12720,0x76dfe78b0ce06e77aa41326208cd03a773cb5bbf,0,none_or_zero,low,very_low,high,,1,4
12721,0x76e09c1e4daa010678d37b7d978f8995cb00a8a6,0,none_or_zero,low,very_low,high,very_short,1,4
12722,0x76e1b26b003fe2bcceec5abf7731f57294e26361,0,none_or_zero,very_low,high,high,very_short,1,1
12723,0x76e1c3b8dc2c16cba96da420ca632a15d1560304,0,none_or_zero,low,very_low,high,very_short,1,4
